"tweet_text","lon","lat","Time","score","Category"
"hanks for taking the time to leave us a review, Ken! We enjoyed working w/you! Want to leave us a review too? Visit… https://t.co/DHyBfavOh6",-90.3217585,32.3415342,2017-08-31 20:12:24,1,"positive"
"Investor alleges Zillow lied about co-marketing program – https://t.co/6weEG5DtM1 https://t.co/DSrf98rjUb https://t.co/2Zs8d0i9AM",90.4125181,23.810332,2017-08-31 20:12:19,-1,"negative"
"RT @Jonahkingchurch: My new hobby is looking at apartments I can't afford on Zillow",-98.4936282,29.4241219,2017-08-31 20:12:00,1,"positive"
"Investor Alleges Zillow Lied About Co-Marketing Program and RESPA. Ouch shareholder lawsuit https://t.co/lPKXaAUGpR",-105.7820674,39.5500507,2017-08-31 20:10:37,-1,"negative"
"RT @Jonahkingchurch: My new hobby is looking at apartments I can't afford on Zillow",-94.7404891,32.5007037,2017-08-31 20:10:08,1,"positive"
"PRICE ADJUSTED on Knaus Road in Lake Oswego! https://t.co/F7ZIaLfkpk",-122.6706498,45.4206749,2017-08-31 20:09:34,0,"neutral"
"@kaciereagent @Simply_Katina Like we discussed early this year, KM, I knew something wasn't right with Zillow.",-119.4179324,36.778261,2017-08-31 20:09:03,2,"positive"
"https://t.co/T9RuTSdeJm - Investor alleges Zillow lied about co-marketing progr",-95.712891,37.09024,2017-08-31 20:08:45,-1,"negative"
"Great review! We're proud to have 5 out of 5 star ratings on #zillow &amp; #Facebook See more: https://t.co/WyYdiUjIHW… https://t.co/lGzOp3df4B",-73.1709604,44.4669941,2017-08-31 20:07:12,2,"positive"
"#realestate Designer Lookbook: Caitlin Murray's Minty Fresh Kitchen Revamp https://t.co/zXyQO9yfkg https://t.co/fR74thhNTQ",-87.6297982,41.8781136,2017-08-31 20:07:08,1,"positive"
"Designer Lookbook: Caitlin Murray's Minty Fresh Kitchen Revamp https://t.co/wRED33fup1 #loans #refi https://t.co/fvvbHqnh5Y",-104.8319195,39.7294319,2017-08-31 20:07:06,1,"positive"
"Food for thought on this lovely Thursday https://t.co/vZIfLWERgQ",-75.3835525,40.1012856,2017-08-31 20:05:52,1,"positive"
"Hmmmm https://t.co/gW635yUyiM",-121.2907796,37.9577016,2017-08-31 20:04:10,0,"neutral"
"Pros And Cons Of Selling Your Home To A Real Estate Investor via @forbes https://t.co/wXQaHkskR4",-75.977985,36.8529263,2017-08-31 20:02:48,0,"neutral"
"I Can Get a Million Dollars for My Home - Zillow Said So <U+2192> https://t.co/X4uKHLEOja #realestate",-119.5383294,37.8651011,2017-08-31 20:02:03,0,"neutral"
"Dream home lol https://t.co/ah6q3AzvQu",-71.4774291,41.5800945,2017-08-31 20:01:12,0,"neutral"
"#StarLife: Iggy Azalea and Nick Young Have Unloaded Their 'Fancy' LA Home     https://t.co/WLJbFw6naj https://t.co/XlK1UHyP13",-70.7625532,43.0717552,2017-08-31 20:00:28,1,"positive"
"RT @BDataScientist: Data - Zillow Research https://t.co/kbUohJx1Xb via #DataScience",-70.6692655,-33.4488897,2017-08-31 19:56:27,0,"neutral"
"Data - Zillow Research https://t.co/kbUohJx1Xb via #DataScience",-122.3320708,47.6062095,2017-08-31 19:56:09,0,"neutral"
"@huiosrealtors good to virtually meet you! Looking forward to connecting in the future. In the meantime check this: https://t.co/7ZitngFgQ8",-119.4179324,36.778261,2017-08-31 19:55:05,1,"positive"
"Pre-wedding bashes can put a dent in saving for a #home down payment https://t.co/3K72AcZMnJ via @zillow https://t.co/SnYKIAbDuk",-119.8138027,39.5296329,2017-08-31 19:52:07,-1,"negative"
"Interesting. @kaciereagent @Simply_Katina https://t.co/yWC6aDXvKN",-119.4179324,36.778261,2017-08-31 19:52:00,1,"positive"
"NEW PRICING!
San Clemente, CA 92672
6 beds | 9 baths | 8,500 sqft
<ed><U+00A0><U+00BD><ed><U+00B2><U+00BB> https://t.co/th3oSM4F4H
<ed><U+00A0><U+00BD><ed><U+00B3><U+00B1> (760) 560-8371
<ed><U+00A0><U+00BD><ed><U+00B3><U+00AC> shan… https://t.co/cddZffbSKn",-119.4179324,36.778261,2017-08-31 19:48:04,0,"neutral"
"9 Easy Ways to Cut Your Electric Bill by up to $750

With just a few simple adjustments, you can plug into big... https://t.co/tIUXiyHREr",-81.3792365,28.5383355,2017-08-31 19:47:07,1,"positive"
"See what I found on @Zillow! https://t.co/85bQDEuAFf https://t.co/ELLX5yRTa4",-118.2436849,34.0522342,2017-08-31 19:46:13,0,"neutral"
"See what I found on @Zillow! https://t.co/DpeJYHj1Cd https://t.co/A7ckOr0W5e",-118.2436849,34.0522342,2017-08-31 19:45:56,0,"neutral"
"@zillow kaggle contest.  https://t.co/Wjd8F5BU4t",-119.4179324,36.778261,2017-08-31 19:45:54,0,"neutral"
"RT @Jonahkingchurch: My new hobby is looking at apartments I can't afford on Zillow",-80.2213477,40.5169767,2017-08-31 19:44:58,1,"positive"
"The amount of beautiful, intelligent Latina women is the most important factor when I'm looking to move. @zillow update your search engine",-115.1398296,36.1699412,2017-08-31 19:42:29,3,"positive"
"Danville IL Real Estate https://t.co/weFWT5UXLa",-121.9999606,37.8215929,2017-08-31 19:42:08,0,"neutral"
"Small Updates, Big Return: 5 Ways to Increase Your Home's Value

No matter your budget, there's always an upgrade... https://t.co/qrDrkBWOel",-86.7816016,36.1626638,2017-08-31 19:42:06,1,"positive"
"Seattle-area home values are 20 percent higher than during the housing bubble, Zillow report says - Puget Sound... https://t.co/TbEaMD95YH",-122.3320708,47.6062095,2017-08-31 19:40:11,0,"neutral"
"Zillow Prize is Heating Up! https://t.co/vjWojGKB4T #RealEstate",-75.1652215,39.9525839,2017-08-31 19:38:04,1,"positive"
"RT @ChadRhodes12: Check out Chad Rhodes's profile on #Zillow https://t.co/AftLA8Rfnq",-98.4933873,33.9137085,2017-08-31 19:37:16,0,"neutral"
"@Storefront @MIPIMPropTech @MetaPropNYC @breather @nestio @zillow Oh nice!",2.3522219,48.856614,2017-08-31 19:35:32,1,"positive"
"5 Home Staging Tips From an Expert Flipper #RealEstate #HomeStaging #Renovation https://t.co/7NNfe2HALf https://t.co/0kLvbVCHU6",-84.3409959,34.0413051,2017-08-31 19:34:02,0,"neutral"
"Check out this 1bd 1.0ba 1050 sqft home at 2165 Matthews Ave APT 4F that I found on #Zillow https://t.co/QBWcKxlUUJ",-73.8648268,40.8447819,2017-08-31 19:30:47,0,"neutral"
"Here are some quick and easy ways to reduce your home energy usage right now. https://t.co/gMYLrFxRn1",-86.39027,35.8456213,2017-08-31 19:30:36,2,"positive"
"Feng shui matters!!!!!!!!
#downtownsummerlin #realestateagrnt #realtor #trulia #zillow… https://t.co/gJdk9PHLhK",-115.1398296,36.1699412,2017-08-31 19:30:21,0,"neutral"
"RT @zillow: Do you know the difference between pre-approved and pre-qualified? Find the details here: https://t.co/jSaw3NtNtG https://t.co/…",-83.9439397,33.6178706,2017-08-31 19:28:08,0,"neutral"
"Check out this 4bd 2.0ba 2326 sqft home at 1530 6th Ave that I found on #Zillow https://t.co/5idy4p43KP",-85.1393513,41.079273,2017-08-31 19:28:00,0,"neutral"
"RT @zillow: These floating homes are calling your name. https://t.co/IUvqHGAZua https://t.co/mHykVplwOx",-83.9439397,33.6178706,2017-08-31 19:26:17,0,"neutral"
"RT @mook1971: Plz RT &amp; save in Zillow App! https://t.co/ThtU9bUAQT https://t.co/LTEtMq1irK",-79.6955432,36.52288,2017-08-31 19:25:01,0,"neutral"
"Check out David Sanderson's profile on #Zillow https://t.co/zvmYzBAkcu",-106.6055534,35.0853336,2017-08-31 19:23:26,0,"neutral"
"5 Home Staging Tips From an Expert Flipper - Zillow Porchlight https://t.co/UVlg2U9KjO",-111.9260519,33.4941704,2017-08-31 19:21:44,0,"neutral"
"RT @stephcd: sometimes i like to go on zillow and type in the keyword dumbwaiter",-122.2711137,37.8043637,2017-08-31 19:18:07,1,"positive"
"GREAT INVESTMENT PROPERTY. GIVE ME A CALL AT 772.370.8631 https://t.co/I4auD4ZeBU",-80.3582261,27.2730492,2017-08-31 19:17:14,1,"positive"
"RT @fghtffyrdmns1: Some people have self destructive habits like drinking or smoking. I look at houses I can't afford on Zillow.",-81.5157535,27.6648274,2017-08-31 19:16:50,1,"positive"
"I just uploaded “HTF Smart Shoot - Bob Sheldon Zillow https://t.co/X7S6wtWFLS” to #Vimeo: https://t.co/k2bpZaHvOj",-71.3824374,42.4072107,2017-08-31 19:16:46,1,"positive"
"RT @remarketing_pro: @LaymanHomesinSB hey there! SHARE this with anyone you know who could use it! https://t.co/7ZitngFgQ8",-119.6981901,34.4208305,2017-08-31 19:16:39,0,"neutral"
"Zillow wins dismissal of 'Zestimate' lawsuit in U.S. https://t.co/dsrQWNBAr7",-97.3307658,32.7554883,2017-08-31 19:15:03,1,"positive"
"Please call Jim Naulty (916)337-4969
For private showing.
jnaulty@newpoint.us
https://t.co/1bkS4Vbff3",-121.1760583,38.6779591,2017-08-31 19:13:02,0,"neutral"
"#NewListing near DIA. 2BR, 2BA condo listed at $204,900. Showings begin Saturday, 9/2. 720-326-8100. Zillow:… https://t.co/cdNGgMWvVs",-104.990251,39.7392358,2017-08-31 19:12:48,0,"neutral"
"If you want to use reclaimed wood, make sure you use appropriately. ""With Great Power comes great responsibility."" https://t.co/fqzxeqdGmN",-111.4979729,40.6460622,2017-08-31 19:11:15,2,"positive"
"5 Things Homebuyers and Sellers Should Know About Credits https://t.co/wYRBNRQkfS",-79.3831843,43.653226,2017-08-31 19:10:20,0,"neutral"
"Have you been considering buying a larger home? https://t.co/jpjRPFN0ti

#savannah #savannahrealestate #savannahrealtor #evsavannah #evusa",-81.0998342,32.0835407,2017-08-31 19:09:01,0,"neutral"
"Think it’s too late to sign up for the $1M Zillow Prize for improving the Zestimate? Think again! https://t.co/ZNxl6hDYdj",-122.3320708,47.6062095,2017-08-31 19:08:33,2,"positive"
"615 1ST Ave N HUNGRY HORSE, MT, 59919 - Apartments for Rent | Zillow https://t.co/wYMzlHANqB",-78.8783585,35.0526641,2017-08-31 19:05:27,0,"neutral"
"RT @BitipNet: Day 26 of #100DaysOfCode: added some features and climbed up 100 steps in Zillow competition. Very proud of myself.",-122.4166041,37.7767964,2017-08-31 19:05:13,1,"positive"
"Understanding the role of the real estate agent #RealEstate https://t.co/aterFZ7Tk9",-122.9573563,50.1163196,2017-08-31 19:04:25,0,"neutral"
"Zillow Prize is Heating Up!: It's not too late to join the competition to win over $1 million from…… https://t.co/fYNSlquV4Q",-82.0354225,41.4517093,2017-08-31 19:04:04,2,"positive"
"In many cities, over 90% of properties rent for a good bit more than the cost of ownership. Did you know that I... https://t.co/xPHkZDe1Pw",-82.5306527,27.3364347,2017-08-31 19:00:47,1,"positive"
"RT @stephcd: sometimes i like to go on zillow and type in the keyword dumbwaiter",-122.3320708,47.6062095,2017-08-31 18:59:22,1,"positive"
"RT @kaggle: Delivering new, daily predictions is a challenge. Read Sr. Data Scientist Andy Martin share how @zillow handles it. https://t.c…",-6.3611573,53.37295,2017-08-31 18:58:06,0,"neutral"
"sometimes i like to go on zillow and type in the keyword dumbwaiter",-73.9485424,40.744679,2017-08-31 18:57:57,1,"positive"
"The #Nextdoor app may became Zillow's biggest competitor. https://t.co/BwdQlGnmTd https://t.co/NIjHFkn47T",-96.0520363,41.2674199,2017-08-31 18:57:14,0,"neutral"
"RT @kaggle: Delivering new, daily predictions is a challenge. Read Sr. Data Scientist Andy Martin share how @zillow handles it. https://t.c…",25.7481511,61.92411,2017-08-31 18:53:52,0,"neutral"
"RT @barntiques859: MOVE TO NH:  5bd 4ba 4000 sqft home at 859 Mount Moosilauke Hwy that I found on #Zillow https://t.co/HjBqnR6fTS   https:…",-97.7430608,30.267153,2017-08-31 18:53:38,0,"neutral"
"Check out Chad Rhodes's profile on #Zillow https://t.co/AftLA8Rfnq",-84.6768796,34.0659329,2017-08-31 18:53:17,0,"neutral"
"@vanekatthedisc0 I'm not saying, I'm just saying... https://t.co/vinWQLgMFq",-78.8783689,42.8864468,2017-08-31 18:53:17,0,"neutral"
"@vanekatthedisc0 Me too! You can always do a 'virtual tour' of sorts and search on Zillow.",-78.8783689,42.8864468,2017-08-31 18:52:07,0,"neutral"
"I am here to assist you with all of your #LasVegas real estate needs. I am a #USAF #Veteran https://t.co/CMlVUvIwBn https://t.co/HyKPbkRK9q",-115.1398296,36.1699412,2017-08-31 18:47:58,0,"neutral"
"RT @barntiques859: MOVE TO NH:  5bd 4ba 4000 sqft home at 859 Mount Moosilauke Hwy that I found on #Zillow https://t.co/HjBqnR6fTS   https:…",-80.4742261,35.6709727,2017-08-31 18:47:17,0,"neutral"
"@RaySteele_RP @HisRoseAna Don't tempt me with a good time Raymond Steele. I'll be on Zillow or Trulia before the da… https://t.co/NPHcOfA5sd",-122.335473,47.6077381,2017-08-31 18:47:12,2,"positive"
"Would you paint your wood floors instead of refinishing or replacing? Thoughts? https://t.co/CRA6DWpTWa #realestate #reno #floors",-77.4105409,39.4142688,2017-08-31 18:45:20,0,"neutral"
"@zillow working with #HarveyRelief in need of map data to new housing that is not yet recognized on Google maps, contact me?",-106.9824715,38.869747,2017-08-31 18:43:40,0,"neutral"
"MOVE TO NH:  5bd 4ba 4000 sqft home at 859 Mount Moosilauke Hwy that I found on #Zillow https://t.co/HjBqnR6fTS   https://t.co/uBdoxyxXHx",-71.9130254,43.8715428,2017-08-31 18:42:41,0,"neutral"
"Investor alleges Zillow lied about co-marketing program https://t.co/0Cnv3QfFU1",-121.3716178,38.4087993,2017-08-31 18:41:49,-1,"negative"
"COMING SOON . . . https://t.co/VNQRW3HIuS",-82.5748194,27.4989278,2017-08-31 18:41:37,0,"neutral"
"RT @GoCalifornias: (See Next Post) #CAsSurf | #ImperialBeach in San Diego, #California ~ Ph: @Zillow #surf https://t.co/42UC2UtaEM",-117.1130849,32.5839444,2017-08-31 18:37:39,0,"neutral"
"Train, Score, Repeat, Watch Out! Zillow's Andrew Martin on modeling pitfalls in a dynamic world. https://t.co/0Xu5SBaZNg #datascience #ana…",103.819836,1.352083,2017-08-31 18:37:32,1,"positive"
"What do you think about these new floors? Are they a must do in your home?

https://t.co/GUz1bCPRPz https://t.co/LX2qg7CtHS",-81.3792365,28.5383355,2017-08-31 18:35:15,0,"neutral"
"What do you think about these new floors? Are they a must do in your home?

https://t.co/GUz1bCPRPz https://t.co/T8tsyiiM9Y",-81.3792365,28.5383355,2017-08-31 18:35:14,0,"neutral"
"What do you think about these new floors? Are they a must do in your home?

https://t.co/puCOifDpnJ https://t.co/dmeWfB1Vd6",-88.0078435,41.8800296,2017-08-31 18:35:09,0,"neutral"
"What do you think about these new floors? Are they a must do in your home?

https://t.co/HPmRmqlrPZ",-117.2029363,32.8563846,2017-08-31 18:35:06,0,"neutral"
"What do you think about these new floors? Are they a must do in your home?

https://t.co/JjcEETeukX",-87.6297982,41.8781136,2017-08-31 18:35:06,0,"neutral"
"What do you think about these new floors? Are they a must do in your home?

https://t.co/R4xjzrTaUD",-81.644519,28.8024918,2017-08-31 18:35:06,0,"neutral"
"Coming Soon to Kaukauna!
$219,900
1351 Marie Drive, Kaukauna
3 Bedrooms, 3 Baths, 1912 square feet

… https://t.co/5UKTgdE1Vn",-88.4153847,44.2619309,2017-08-31 18:34:55,0,"neutral"
"RT @kaggle: Delivering new, daily predictions is a challenge. Read Sr. Data Scientist Andy Martin share how @zillow handles it. https://t.c…",78.96288,20.593684,2017-08-31 18:32:07,0,"neutral"
"Train, Score, Repeat, Watch Out! Zillow's Andrew Martin on modeling pitfalls in a dynamic world.

The $1 Million Z… https://t.co/LIrXCwSJTy",77.0266383,28.4594965,2017-08-31 18:31:11,1,"positive"
"https://t.co/zNm4I8nZ0o Home Values Higher than Ever in Almost Half of Nation's Largest Markets",-117.7256083,33.959453,2017-08-31 18:30:08,0,"neutral"
"RT @kaggle: Delivering new, daily predictions is a challenge. Read Sr. Data Scientist Andy Martin share how @zillow handles it. https://t.c…",72.8776559,19.0759837,2017-08-31 18:28:17,0,"neutral"
"See what I found on @Zillow! https://t.co/U4o643wHaX https://t.co/5MWj6CdaRi",-77.6138802,38.7956706,2017-08-31 18:27:06,0,"neutral"
"RT @UNHPaulCollege: Prof @ChrisDGlynn and @zillow aim to get a more accurate number of California homeless people. #PaulPride
https://t.co/…",-75.1652215,39.9525839,2017-08-31 18:24:02,1,"positive"
"RT @zillow: Small space? No problem! Quick tips to fit bikes, bedding and more inside any place:
https://t.co/IM8BINtfiY https://t.co/2mJbi…",-84.1167726,40.7428832,2017-08-31 18:23:51,-1,"negative"
"Now Hiring: Corporate Counsel at Zillow Group (Seattle, WA) https://t.co/PTVhFpuJQ5 #lawyer #legaljobs",-71.1310484,42.3508286,2017-08-31 18:23:05,0,"neutral"
"RT @fakexgf: not to be a freak but i regularly go on zillow and wish i was a real adult with a career and income so i could buy these nice…",-73.2519376,40.8212188,2017-08-31 18:22:34,0,"neutral"
"Investor alleges Zillow lied about co-marketing program https://t.co/UyEfrYO4E5",-118.1937395,33.7700504,2017-08-31 18:21:59,-1,"negative"
"@zillow Thanks",-78.8783689,42.8864468,2017-08-31 18:19:59,0,"neutral"
"RT @kaggle: Delivering new, daily predictions is a challenge. Read Sr. Data Scientist Andy Martin share how @zillow handles it. https://t.c…",36.8219462,-1.2920659,2017-08-31 18:18:01,0,"neutral"
"RT @joshreef: <ed><U+00A0><U+00BD><ed><U+00B2><U+00BB>https://t.co/qBTtbXhkfd
77812 Cottonwood Cv,
Indian Wells, CA 92210
7 beds | 8 baths | 10,050 sf
<ed><U+00A0><U+00BD><ed><U+00B3><U+00AC> josh@thehjc.com
<ed><U+00A0><U+00BD><ed><U+00B3><U+00B1>(424) 21…",18.643501,60.128161,2017-08-31 18:17:13,0,"neutral"
"depends on type of update. thnk of Aphone. a)zero day security update? push now! b) zillow app fx update? push asyn… https://t.co/20NvHRGFvy",-122.3339796,47.5927727,2017-08-31 18:17:05,0,"neutral"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/dND1w1KVgl",-111.9260519,33.4941704,2017-08-31 18:16:07,-1,"negative"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/UPTZTW1vHC",-111.9260519,33.4941704,2017-08-31 18:16:01,-1,"negative"
"#203k #RealEstate Investor alleges Zillow lied about co-marketing program https://t.co/x25wwBF4cS",-74.0059413,40.7127837,2017-08-31 18:15:53,-1,"negative"
"New Listing in the upscale community of Saturnia in Boca Raton, FL. https://t.co/e07Q4TXs7R Call me for details! https://t.co/zCOboGL9Lp",-80.1289321,26.3683064,2017-08-31 18:15:34,1,"positive"
"New Listing in Summerlin!

12230 Trail Spring Ct,
Las Vegas, NV 89138
4 beds 3 baths 2,808 sqft
This 2808 square... https://t.co/ewELjoDXFu",-115.1398296,36.1699412,2017-08-31 18:15:26,0,"neutral"
"@InmanNews: Investor alleges Zillow lied about co-marketing program #zillow #zillowmarketing https://t.co/aRuHZLpj4o",-81.5157535,27.6648274,2017-08-31 18:12:03,-1,"negative"
"Delivering new, daily predictions is a challenge. Read Sr. Data Scientist Andy Martin share how @zillow handles it. https://t.co/VNQ6Uu9kYj",-122.4194155,37.7749295,2017-08-31 18:10:14,0,"neutral"
"Investor alleges Zillow lied about co-marketing program https://t.co/Ex82myhReJ",-74.1165313,40.9792645,2017-08-31 18:08:33,-1,"negative"
"Holy Turrets! See 10 Castles for Sale in the U.S. https://t.co/yLL0fvEYaA",-75.7324127,40.8759235,2017-08-31 18:08:29,1,"positive"
"<ed><U+00A0><U+00BD><ed><U+00B2><U+00BB>https://t.co/qBTtbXhkfd
77812 Cottonwood Cv,
Indian Wells, CA 92210
7 beds | 8 baths | 10,050 sf
<ed><U+00A0><U+00BD><ed><U+00B3><U+00AC> josh@thehjc.com… https://t.co/H4h5e0qQn8",-118.4051458,34.0692905,2017-08-31 18:08:07,0,"neutral"
"RT @data_giri: Train, Score, Repeat, Watch Out! Zillow's Andrew Martin on modeling pitfalls in a dynamic world. https://t.co/lypRRcejcx htt…",-9.1393366,38.7222524,2017-08-31 18:06:44,1,"positive"
"My parents beautiful place in the city- for sale!
#Zillow https://t.co/hanS7FPlJw",-87.7845025,41.8850317,2017-08-31 18:05:45,1,"positive"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/DMauJhiVTI",-118.2436849,34.0522342,2017-08-31 18:02:22,-1,"negative"
"#RENews #EREAG Investor alleges Zillow lied about co-marketing program https://t.co/MhRcVIsjUc",-76.7791365,39.0067768,2017-08-31 18:02:19,-1,"negative"
"RT @ZensoSecurity: #realestate <U+2191><U+2193> Investor alleges Zillow lied about co-marketing program https://t.co/27Oj4svtWX",-95.712891,37.09024,2017-08-31 18:01:59,-1,"negative"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/8HkA0xskHQ",-81.9495331,26.5628537,2017-08-31 18:01:57,-1,"negative"
"Looking for a beautiful home under $200,000 in #LasVegas? There are great options! Contact me:… https://t.co/uTwpoOrD5T",-115.1398296,36.1699412,2017-08-31 18:01:36,2,"positive"
"#realestate <U+2191><U+2193> Investor alleges Zillow lied about co-marketing program https://t.co/27Oj4svtWX",55.198144,24.971585,2017-08-31 18:01:35,-1,"negative"
"https://t.co/i4APmEdLJf Investor alleges Zillow lied about co-marketing program https://t.co/rw8vmjF6S1",-80.1373174,26.1224386,2017-08-31 18:01:28,-1,"negative"
"Because everybody needs 9.5 bathrooms. #Zillow https://t.co/Q8dzCd5Rj6",-86.7816016,36.1626638,2017-08-31 18:01:18,0,"neutral"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/VDBPvMKiTf",-95.712891,37.09024,2017-08-31 18:01:04,-1,"negative"
"RT @zillow: Small space? No problem! Quick tips to fit bikes, bedding and more inside any place:
https://t.co/IM8BINtfiY https://t.co/2mJbi…",-75.1652215,39.9525839,2017-08-31 18:00:24,-1,"negative"
"Check out these must #follow for #realestate on #snapchat https://t.co/8rFmp2aSCe #ghostcodes https://t.co/gbCt7fr1SU",-117.1610838,32.715738,2017-08-31 17:59:18,0,"neutral"
"Investor alleges Zillow lied about co-marketing program https://t.co/f2Fw6UbIYR",-86.158068,39.768403,2017-08-31 17:58:23,-1,"negative"
"@zillow Help!! My listing is showing as another agents. Not sure how to get a response from customer support... #help #zillow",-117.1610838,32.715738,2017-08-31 17:58:06,1,"positive"
"RT @ME_Realty: New Listing - Check out this beautiful #townhome in #Broadlands #VA!   
#MattElliottRealty #realestate https://t.co/oiFHFbNT…",-77.0204609,38.9771126,2017-08-31 17:57:34,1,"positive"
"Investor alleges Zillow lied about co-marketing program: https://t.co/DemCoCT7ND",-81.5471201,30.0820653,2017-08-31 17:55:53,-1,"negative"
"Investor alleges Zillow lied about co-marketing program: https://t.co/CCDJuuEurv",-85.7584557,38.2526647,2017-08-31 17:53:25,-1,"negative"
"Investor alleges Zillow lied about co-marketing program https://t.co/srfPv0VoC3 https://t.co/SDr5MYbMHU",-117.8531007,33.7879139,2017-08-31 17:53:09,-1,"negative"
"Investor alleges Zillow lied about co-marketing program https://t.co/fIoGlWT8UF #realestate https://t.co/9Zqize0Uou",-117.8265049,33.6845673,2017-08-31 17:53:09,-1,"negative"
"Investor alleges Zillow lied about co-marketing program https://t.co/t2oot8AXkX https://t.co/KM3YOm1XHz",-81.9498042,28.0394654,2017-08-31 17:53:08,-1,"negative"
"Investor alleges Zillow lied about co-marketing program https://t.co/jTiNlfNCpL",-82.4571776,27.950575,2017-08-31 17:53:07,-1,"negative"
"Investor alleges Zillow lied about co-marketing program https://t.co/52wio3MnCj",-122.3107517,37.4614629,2017-08-31 17:53:07,-1,"negative"
"Investor alleges Zillow lied about co-marketing program https://t.co/KnRuxvmUoZ",-122.2913078,37.8271784,2017-08-31 17:53:07,-1,"negative"
"Investor alleges Zillow lied about co-marketing program https://t.co/HZ5AyPjGoZ",-104.990251,39.7392358,2017-08-31 17:53:05,-1,"negative"
"New Listing - Check out this beautiful #townhome in #Broadlands #VA!   
#MattElliottRealty #realestate… https://t.co/m9R2pCc9Pj",-77.3570028,38.9586307,2017-08-31 17:51:39,1,"positive"
"The Tricky Things About Buying a Tiny Home

https://t.co/kJyRpOeSUv",-121.2880059,38.7521235,2017-08-31 17:51:00,-1,"negative"
"@KQEDForum And according to a @zillow study done the bottom 33% of San Franciscan renters have seen around a 26% rent increase",-122.4194155,37.7749295,2017-08-31 17:48:56,0,"neutral"
"7 Tips for Maintaining and Repairing Wood Decks #Montreal #realestate #realtoradvice https://t.co/d2dNGNnUpt",-73.6483201,45.5858825,2017-08-31 17:47:33,0,"neutral"
"neilmcl79 just reviewed me on #Zillow https://t.co/M4BFGVGpJh",-111.8412502,33.3061605,2017-08-31 17:45:54,0,"neutral"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/37Y4CcqvtD",-111.9260519,33.4941704,2017-08-31 17:45:53,-1,"negative"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/ysTeKstE6M",-111.9260519,33.4941704,2017-08-31 17:45:29,-1,"negative"
"What do you think of this 3 bds • 4 ba • 3,491 sqft home I found on Zillow? https://t.co/3tzOuBE5mu",-71.0588801,42.3600825,2017-08-31 17:42:57,0,"neutral"
"#Summer is winding down, so get started on some of these #home #maintenance projects! https://t.co/QAvnUpwBjL",-97.5164276,35.4675602,2017-08-31 17:40:02,0,"neutral"
"Train, Score, Repeat, Watch Out! Zillow's Andrew Martin on modeling pitfalls in a dynamic world. https://t.co/yMR43tYxJj",-98.4170523,29.5170728,2017-08-31 17:36:42,1,"positive"
"Summer is coming to a close, here are some tasks you should consider before it's over!
https://t.co/0lqsU1F0eS https://t.co/JEVVpEBucW",-80.2297697,27.2544906,2017-08-31 17:35:18,0,"neutral"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/WS3DIYRTUc",-111.9260519,33.4941704,2017-08-31 17:31:04,-1,"negative"
"Investor alleges Zillow lied about co-marketing program https://t.co/sorXqXHHfR",-122.1430195,37.4418834,2017-08-31 17:31:04,-1,"negative"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/BQEB7MtLEc",-111.9260519,33.4941704,2017-08-31 17:30:52,-1,"negative"
"RT @ROttoRealtor: Winning Tips for Buyers and Sellers in Sellers' Markets https://t.co/Ttj3cyXqdQ #realestate #Tips",-84.2141701,10.0159394,2017-08-31 17:30:25,1,"positive"
"Deidre Oliver's Streamlined Master Bath
https://t.co/zlPMbdcPzO https://t.co/nVMXGoOaYa",-105.2705456,40.0149856,2017-08-31 17:30:16,2,"positive"
"Investor alleges Zillow lied about co-marketing program https://t.co/I69SwvHtvB #realestate",-78.680016,33.8160058,2017-08-31 17:30:01,-1,"negative"
"How to create a video walkthrough on Zillow?: https://t.co/I8ZplpCWN3 via @YouTube",-80.3035602,25.9860762,2017-08-31 17:29:35,0,"neutral"
"Train, Score, Repeat, Watch Out! Zillow's Andrew Martin on modeling pitfalls in a dynamic world.… https://t.co/AByUNZWiUH",-117.1424813,32.7474597,2017-08-31 17:29:16,1,"positive"
"Investor alleges Zillow lied about co-marketing program https://t.co/isim26Mez9",-77.2652604,38.9012225,2017-08-31 17:27:18,-1,"negative"
"lilemberly just reviewed me on #Zillow https://t.co/Ohgr0vYEfB",-71.5723953,43.1938516,2017-08-31 17:27:05,0,"neutral"
