"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"COMING SOON . . . https://t.co/VNQRW3HIuS",FALSE,0,NA,2017-08-31 18:41:37,FALSE,NA,"903326928790319106",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","LyndaMelnick",0,FALSE,FALSE,NA,NA,"Bradenton, Florida","en","http://pbs.twimg.com/profile_images/441603036729708544/q_cqzWEg_normal.jpeg"
"RT @GoCalifornias: (See Next Post) #CAsSurf | #ImperialBeach in San Diego, #California ~ Ph: @Zillow #surf https://t.co/42UC2UtaEM",FALSE,0,NA,2017-08-31 18:37:39,FALSE,NA,"903325931070152704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seaside_candy",1,TRUE,FALSE,NA,NA,"Imperial Beach, CA","en","http://pbs.twimg.com/profile_images/817511916176146432/-PVRtv31_normal.jpg"
"Train, Score, Repeat, Watch Out! Zillow's Andrew Martin on modeling pitfalls in a dynamic world. https://t.co/0Xu5SBaZNg #datascience #ana…",FALSE,1,NA,2017-08-31 18:37:32,FALSE,NA,"903325902326689793",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","thiakx",0,FALSE,FALSE,NA,NA,"Singapore ","en","http://pbs.twimg.com/profile_images/700970053362028544/FGScuRIa_normal.jpg"
"RT @Jonahkingchurch: My new hobby is looking at apartments I can't afford on Zillow",FALSE,0,NA,2017-08-31 18:36:40,FALSE,NA,"903325683748712448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","georgigrant",40,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/903408267895832576/YUjmXKfO_normal.jpg"
"What do you think about these new floors? Are they a must do in your home?

https://t.co/GUz1bCPRPz https://t.co/LX2qg7CtHS",FALSE,0,NA,2017-08-31 18:35:15,FALSE,NA,"903325324640964608",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","luisalpizar",0,FALSE,FALSE,NA,NA,"Orlando, FL","en","http://pbs.twimg.com/profile_images/1283849790/luiswebphotoMarch2010_normal.jpg"
"What do you think about these new floors? Are they a must do in your home?

https://t.co/GUz1bCPRPz https://t.co/T8tsyiiM9Y",FALSE,0,NA,2017-08-31 18:35:14,FALSE,NA,"903325322879401984",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","luisalpizar",0,FALSE,FALSE,NA,NA,"Orlando, FL","en","http://pbs.twimg.com/profile_images/1283849790/luiswebphotoMarch2010_normal.jpg"
"What do you think about these new floors? Are they a must do in your home?

https://t.co/puCOifDpnJ https://t.co/dmeWfB1Vd6",FALSE,0,NA,2017-08-31 18:35:09,FALSE,NA,"903325299923877889",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Chatwithkathy",0,FALSE,FALSE,NA,NA,"Lombard","en","http://pbs.twimg.com/profile_images/839128683008815105/GLzsma6U_normal.jpg"
"What do you think about these new floors? Are they a must do in your home?

https://t.co/HPmRmqlrPZ",FALSE,0,NA,2017-08-31 18:35:06,FALSE,NA,"903325289211682816",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","randystefanko",0,FALSE,FALSE,NA,NA,"San Diego, Ca. 92122","en","http://pbs.twimg.com/profile_images/1048032054/Randy_Web_Small_normal.jpg"
"What do you think about these new floors? Are they a must do in your home?

https://t.co/JjcEETeukX",FALSE,0,NA,2017-08-31 18:35:06,FALSE,NA,"903325289064910848",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","hard2love",0,FALSE,FALSE,NA,NA,"Chicago","en","http://pbs.twimg.com/profile_images/1265987101/021_normal.JPG"
"What do you think about these new floors? Are they a must do in your home?

https://t.co/R4xjzrTaUD",FALSE,0,NA,2017-08-31 18:35:06,FALSE,NA,"903325288343457793",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DonnaDeJarnatt",0,FALSE,FALSE,NA,NA,"Mount Dora, FL","en","http://pbs.twimg.com/profile_images/787273098185900032/gnrlOUlF_normal.jpg"
"Coming Soon to Kaukauna!
$219,900
1351 Marie Drive, Kaukauna
3 Bedrooms, 3 Baths, 1912 square feet

… https://t.co/5UKTgdE1Vn",FALSE,0,NA,2017-08-31 18:34:55,FALSE,NA,"903325243409932288",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TiffanyHoltzREG",0,FALSE,FALSE,NA,NA,"Appleton, Wisconsin","en","http://pbs.twimg.com/profile_images/821821504191021056/ox26gxRx_normal.jpg"
"https://t.co/fSfxqOO4XN",FALSE,0,NA,2017-08-31 18:32:11,FALSE,NA,"903324556156428289",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","homefinderinky",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/562273181918953472/UolXRU37_normal.jpeg"
"RT @kaggle: Delivering new, daily predictions is a challenge. Read Sr. Data Scientist Andy Martin share how @zillow handles it. https://t.c…",FALSE,0,NA,2017-08-31 18:32:07,FALSE,NA,"903324536333975552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prasannavsn92",21,TRUE,FALSE,NA,NA,"india","en","http://pbs.twimg.com/profile_images/883893985147834368/ZWOWR1eM_normal.jpg"
"Train, Score, Repeat, Watch Out! Zillow's Andrew Martin on modeling pitfalls in a dynamic world.

The $1 Million Z… https://t.co/LIrXCwSJTy",FALSE,0,NA,2017-08-31 18:31:11,FALSE,NA,"903324302619152387",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","programmingncr",0,FALSE,FALSE,NA,NA,"Gurgaon, Haryana, India","en","http://pbs.twimg.com/profile_images/662602436222193664/qKuvsfnG_normal.jpg"
"<U+3010>No Free Hunch<U+3011> https://t.co/AH3RpsH2Xt Train, Score, Repeat, Watch Out! Zillow's Andrew Martin on modeling pitfalls in a dynamic world.

…",FALSE,0,NA,2017-08-31 18:31:01,FALSE,NA,"903324260244082688",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","datasci_blogs",0,FALSE,FALSE,NA,NA,"","ja","http://pbs.twimg.com/profile_images/789240017696632832/TI0HCqrx_normal.jpg"
"https://t.co/zNm4I8nZ0o Home Values Higher than Ever in Almost Half of Nation's Largest Markets",FALSE,0,NA,2017-08-31 18:30:08,FALSE,NA,"903324037480316928",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MikeSantosRE",0,FALSE,FALSE,NA,NA,"Chino Hills, CA 91709 U.S.A.","en","http://pbs.twimg.com/profile_images/778317913543495680/oqpGS-L__normal.jpg"
"RT @kaggle: Delivering new, daily predictions is a challenge. Read Sr. Data Scientist Andy Martin share how @zillow handles it. https://t.c…",FALSE,0,NA,2017-08-31 18:28:17,FALSE,NA,"903323571958595584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Akshaye00",21,TRUE,FALSE,NA,NA,"Mumbai, India","en","http://pbs.twimg.com/profile_images/882876637079097344/E1cma7tg_normal.jpg"
"See what I found on @Zillow! https://t.co/U4o643wHaX https://t.co/5MWj6CdaRi",FALSE,0,NA,2017-08-31 18:27:06,FALSE,NA,"903323277422059520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HomesbyDaniela",0,FALSE,FALSE,NA,NA,"Gainesville, VA","en","http://pbs.twimg.com/profile_images/875836921884422145/UQ7YgDqx_normal.jpg"
"@sonacruz88 @Xceligent @TheCoStarGroup I know that I'm a real estate agent and I do both commercial and residential… https://t.co/CuJIyLyC82",FALSE,0,"sonacruz88",2017-08-31 18:26:02,TRUE,"903280658562330625","903323008764440578","2890861095","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realestatemama",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/378800000615626767/400b81ac5f0b2cd0bdbe1646ec1d7e63_normal.jpeg"
"RT @UNHPaulCollege: Prof @ChrisDGlynn and @zillow aim to get a more accurate number of California homeless people. #PaulPride
https://t.co/…",FALSE,0,NA,2017-08-31 18:24:02,FALSE,NA,"903322503539544064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saragoldrickrab",1,TRUE,FALSE,NA,NA,"Philadelphia, PA","en","http://pbs.twimg.com/profile_images/897244283526361090/srKsSRTH_normal.jpg"
"RT @zillow: Small space? No problem! Quick tips to fit bikes, bedding and more inside any place:
https://t.co/IM8BINtfiY https://t.co/2mJbi…",FALSE,0,NA,2017-08-31 18:23:51,FALSE,NA,"903322459407097856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","raccoon_kv",12,TRUE,FALSE,NA,NA,"somewhere","ru","http://pbs.twimg.com/profile_images/903325012467310594/dtc-899W_normal.jpg"
"Now Hiring: Corporate Counsel at Zillow Group (Seattle, WA) https://t.co/PTVhFpuJQ5 #lawyer #legaljobs",FALSE,0,NA,2017-08-31 18:23:05,FALSE,NA,"903322266414440448",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","goinhouse",0,FALSE,FALSE,NA,NA,"In-House","en","http://pbs.twimg.com/profile_images/2879682100/ead2f57fe848ea57092e2419059f2950_normal.png"
"RT @fakexgf: not to be a freak but i regularly go on zillow and wish i was a real adult with a career and income so i could buy these nice…",FALSE,0,NA,2017-08-31 18:22:34,FALSE,NA,"903322133216014337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_ehizzle",4,TRUE,FALSE,NA,NA,"HTX ","en","http://pbs.twimg.com/profile_images/885313270634119168/xWelD295_normal.jpg"
"Investor alleges Zillow lied about co-marketing program https://t.co/UyEfrYO4E5",FALSE,0,NA,2017-08-31 18:21:59,FALSE,NA,"903321989703548928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JonKolsky",0,FALSE,FALSE,NA,NA,"Long Beach CA","en","http://pbs.twimg.com/profile_images/344513261578784213/393d5dfa8aec81a07d685edfe60113a4_normal.jpeg"
"@zillow Thanks",FALSE,1,"zillow",2017-08-31 18:19:59,FALSE,"903320614596902912","903321483312857089","19262500","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FrankVeezy",0,FALSE,FALSE,NA,NA,"Buffalo, NY","en","http://pbs.twimg.com/profile_images/881613076386152449/foQ0ee3Q_normal.jpg"
"not to be a freak but i regularly go on zillow and wish i was a real adult with a career and income so i could buy these nice ass houses…..",FALSE,7,NA,2017-08-31 18:19:30,FALSE,NA,"903321364177723392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fakexgf",4,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/903157386671570944/jZHzFgJG_normal.jpg"
"RT @kaggle: Delivering new, daily predictions is a challenge. Read Sr. Data Scientist Andy Martin share how @zillow handles it. https://t.c…",FALSE,0,NA,2017-08-31 18:18:01,FALSE,NA,"903320990041726976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Coachtimoriedo",21,TRUE,FALSE,NA,NA,"Nairobi, Kenya","en","http://pbs.twimg.com/profile_images/737157564211834884/IqWnyRIh_normal.jpg"
"RT @kaggle: Delivering new, daily predictions is a challenge. Read Sr. Data Scientist Andy Martin share how @zillow handles it. https://t.c…",FALSE,0,NA,2017-08-31 18:17:48,FALSE,NA,"903320934710431745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","imrahulrai",21,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/893457423247089664/32zMm4oI_normal.jpg"
"RT @joshreef: <ed><U+00A0><U+00BD><ed><U+00B2><U+00BB>https://t.co/qBTtbXhkfd
77812 Cottonwood Cv,
Indian Wells, CA 92210
7 beds | 8 baths | 10,050 sf
<ed><U+00A0><U+00BD><ed><U+00B3><U+00AC> josh@thehjc.com
<ed><U+00A0><U+00BD><ed><U+00B3><U+00B1>(424) 21…",FALSE,0,NA,2017-08-31 18:17:13,FALSE,NA,"903320790401261568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sockertopp41",1,TRUE,FALSE,NA,NA,"Sverige","sv","http://pbs.twimg.com/profile_images/896054656320909312/81znkndu_normal.jpg"
"depends on type of update. thnk of Aphone. a)zero day security update? push now! b) zillow app fx update? push asyn… https://t.co/20NvHRGFvy",FALSE,3,NA,2017-08-31 18:17:05,TRUE,NA,"903320755588313088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jdsboston",1,FALSE,FALSE,NA,NA,"<U+2601>  Seattle, WA  <U+2601>","en","http://pbs.twimg.com/profile_images/686649163547672576/FQvgBdkd_normal.jpg"
"@FrankVeezy Hi Mike -- thanks for letting us know. If you email social@zillow.com, we can have a team member look into this for you.",FALSE,1,"FrankVeezy",2017-08-31 18:16:32,FALSE,"903299757434695683","903320614596902912","837761414219579396","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","zillow",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/732338824936751104/vJX0_tQy_normal.jpg"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/dND1w1KVgl",FALSE,0,NA,2017-08-31 18:16:07,FALSE,NA,"903320512574742530",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","realtyassoc",0,FALSE,FALSE,NA,NA,"Scottsdale Arizona","en","http://pbs.twimg.com/profile_images/963970765/sold-sign-home-for-sale_cropped_normal.jpg"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/UPTZTW1vHC",FALSE,0,NA,2017-08-31 18:16:01,FALSE,NA,"903320485206917121",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","realtyassoc",0,FALSE,FALSE,NA,NA,"Scottsdale Arizona","en","http://pbs.twimg.com/profile_images/963970765/sold-sign-home-for-sale_cropped_normal.jpg"
"#203k #RealEstate Investor alleges Zillow lied about co-marketing program https://t.co/x25wwBF4cS",FALSE,0,NA,2017-08-31 18:15:53,FALSE,NA,"903320451505676288",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","whyandre",0,FALSE,FALSE,NA,NA,"New York","en","http://pbs.twimg.com/profile_images/1622477464/Profile_-_Twitter_normal.jpg"
"New Listing in the upscale community of Saturnia in Boca Raton, FL. https://t.co/e07Q4TXs7R Call me for details! https://t.co/zCOboGL9Lp",FALSE,0,NA,2017-08-31 18:15:34,FALSE,NA,"903320374284312576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tonivalentino",0,FALSE,FALSE,NA,NA,"Boca Raton, FL","en","http://pbs.twimg.com/profile_images/2638828372/3c258b497ac0bc9aefebc80434673297_normal.jpeg"
"New Listing in Summerlin!

12230 Trail Spring Ct,
Las Vegas, NV 89138
4 beds 3 baths 2,808 sqft
This 2808 square... https://t.co/ewELjoDXFu",FALSE,0,NA,2017-08-31 18:15:26,FALSE,NA,"903320339941277697",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ukpete82",0,FALSE,FALSE,NA,NA,"Las Vegas, NV","en","http://pbs.twimg.com/profile_images/1159412810/n12903207_36441933_7142_normal.jpg"
"@InmanNews: Investor alleges Zillow lied about co-marketing program #zillow #zillowmarketing https://t.co/aRuHZLpj4o",FALSE,0,"InmanNews",2017-08-31 18:12:03,FALSE,NA,"903319488183115777","3632201","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","monicatorresi",0,FALSE,FALSE,NA,NA,"South Florida","en","http://pbs.twimg.com/profile_images/1484393017/SMASHBOX_0530_normal.jpg"
"Delivering new, daily predictions is a challenge. Read Sr. Data Scientist Andy Martin share how @zillow handles it. https://t.co/VNQ6Uu9kYj",FALSE,75,NA,2017-08-31 18:10:14,FALSE,NA,"903319030676770816",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","kaggle",21,FALSE,FALSE,NA,NA,"San Francisco","en","http://pbs.twimg.com/profile_images/1146317507/twitter_normal.png"
"Investor alleges Zillow lied about co-marketing program https://t.co/Ex82myhReJ",FALSE,0,NA,2017-08-31 18:08:33,FALSE,NA,"903318609086345216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DianeHarout",0,FALSE,FALSE,NA,NA,"Ridgewood, New Jersey","en","http://pbs.twimg.com/profile_images/458807349772156928/uFv226Ak_normal.jpeg"
"Holy Turrets! See 10 Castles for Sale in the U.S. https://t.co/yLL0fvEYaA",FALSE,0,NA,2017-08-31 18:08:29,FALSE,NA,"903318590211969024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MaryAnnPastore",0,FALSE,FALSE,NA,NA,"JIM THORPE/Lehighton area","en","http://pbs.twimg.com/profile_images/2653300924/5fdd66fe639f6984aab472c2eaca9b0e_normal.jpeg"
"<ed><U+00A0><U+00BD><ed><U+00B2><U+00BB>https://t.co/qBTtbXhkfd
77812 Cottonwood Cv,
Indian Wells, CA 92210
7 beds | 8 baths | 10,050 sf
<ed><U+00A0><U+00BD><ed><U+00B3><U+00AC> josh@thehjc.com… https://t.co/H4h5e0qQn8",FALSE,1,NA,2017-08-31 18:08:07,TRUE,NA,"903318497949872129",NA,"<a href=""https://statusbrew.com"" rel=""nofollow"">Statusbrew</a>","joshreef",1,FALSE,FALSE,NA,NA,"Insta: @joshreef","en","http://pbs.twimg.com/profile_images/903153895072972804/5hvXbBuy_normal.jpg"
"RT @data_giri: Train, Score, Repeat, Watch Out! Zillow's Andrew Martin on modeling pitfalls in a dynamic world. https://t.co/lypRRcejcx htt…",FALSE,0,NA,2017-08-31 18:06:44,FALSE,NA,"903318149067673600",NA,"<a href=""https://www.kaggle.com/"" rel=""nofollow"">geekbot4</a>","hrabiaKent",2,TRUE,FALSE,NA,NA,"Lisbon, Portugal","en","http://pbs.twimg.com/profile_images/826914839247335428/arswmbry_normal.jpg"
"My parents beautiful place in the city- for sale!
#Zillow https://t.co/hanS7FPlJw",FALSE,0,NA,2017-08-31 18:05:45,FALSE,NA,"903317902681628673",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","TeamMullen5",0,FALSE,FALSE,NA,NA,"Oak Park, IL","en","http://pbs.twimg.com/profile_images/829211397057871872/UFVmt1uf_normal.jpg"
"Dreaming of a waterfront home? Make that dream a reality with these affordable locations. https://t.co/v9pequxVe0",FALSE,0,NA,2017-08-31 18:04:03,FALSE,NA,"903317476469088257",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Hilldrup",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/747499400000221184/ulDUaGvJ_normal.jpg"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/DMauJhiVTI",FALSE,0,NA,2017-08-31 18:02:22,FALSE,NA,"903317052194246656",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","sharronstjohn2",0,FALSE,FALSE,NA,NA,"Los Angeles","en","http://pbs.twimg.com/profile_images/763422506074054656/3xbP57FJ_normal.jpg"
"#RENews #EREAG Investor alleges Zillow lied about co-marketing program https://t.co/MhRcVIsjUc",FALSE,0,NA,2017-08-31 18:02:19,FALSE,NA,"903317037300293634",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","EREAG_",0,FALSE,FALSE,NA,NA,"Bowie, MD","en","http://pbs.twimg.com/profile_images/631149784640921600/rBev7_MQ_normal.jpg"
"RT @ZensoSecurity: #realestate <U+2191><U+2193> Investor alleges Zillow lied about co-marketing program https://t.co/27Oj4svtWX",FALSE,0,NA,2017-08-31 18:01:59,FALSE,NA,"903316954626347009",NA,"<a href=""http://www.bergenandcompany.com/"" rel=""nofollow"">RealEstateB0t</a>","RealEstateB0t",1,TRUE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/776490881079795712/-UIIFsDF_normal.jpg"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/8HkA0xskHQ",FALSE,0,NA,2017-08-31 18:01:57,FALSE,NA,"903316944773885952",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ToddMusec21",0,FALSE,FALSE,NA,NA,"Cape Coral, Florida","en","http://pbs.twimg.com/profile_images/1899451014/goodasgold_normal.jpg"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/aNCFqpnQAa",FALSE,0,NA,2017-08-31 18:01:37,FALSE,NA,"903316863505051649",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","holliewashburn",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/1184958124/Hollie_Sexy_normal.jpg"
"Looking for a beautiful home under $200,000 in #LasVegas? There are great options! Contact me:… https://t.co/uTwpoOrD5T",FALSE,0,NA,2017-08-31 18:01:36,TRUE,NA,"903316858341920770",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","PlatDarrin",0,FALSE,FALSE,NA,NA,"Las Vegas, NV","en","http://pbs.twimg.com/profile_images/893195676086972416/sn0toO9-_normal.jpg"
"#realestate <U+2191><U+2193> Investor alleges Zillow lied about co-marketing program https://t.co/27Oj4svtWX",FALSE,0,NA,2017-08-31 18:01:35,FALSE,NA,"903316853468090368",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ZensoSecurity",1,FALSE,FALSE,NA,NA,"Safety, Security, Investing","en","http://pbs.twimg.com/profile_images/848077065442086913/YrXnhY3o_normal.jpg"
"https://t.co/i4APmEdLJf Investor alleges Zillow lied about co-marketing program https://t.co/rw8vmjF6S1",FALSE,0,NA,2017-08-31 18:01:28,FALSE,NA,"903316825961848832",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Law_Real_Estate",0,FALSE,FALSE,NA,NA,"Fort Lauderdale, Florida","en","http://pbs.twimg.com/profile_images/1838724417/logo_normal.jpg"
"Because everybody needs 9.5 bathrooms. #Zillow https://t.co/Q8dzCd5Rj6",FALSE,0,NA,2017-08-31 18:01:18,FALSE,NA,"903316781191884800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","susanapics",0,FALSE,FALSE,NA,NA,"Nashville, Tennessee","en","http://pbs.twimg.com/profile_images/422235549/adcock2_normal.jpg"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/LE4BpM2KyL",FALSE,0,NA,2017-08-31 18:01:13,FALSE,NA,"903316763408048129",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ronfeir",0,FALSE,FALSE,NA,NA,"RonFeir@aol.com","en","http://pbs.twimg.com/profile_images/426874562207154177/x0zrEFw1_normal.jpeg"
"Investor alleges Zillow lied about co-marketing program - A Zillow Group shareholder has filed a lawsuit allegi... https://t.co/VDBPvMKiTf",FALSE,0,NA,2017-08-31 18:01:04,FALSE,NA,"903316726124830720",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","marenews",0,FALSE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/963987494/reducedprice_normal.jpg"
"RT @zillow: Small space? No problem! Quick tips to fit bikes, bedding and more inside any place:
https://t.co/IM8BINtfiY https://t.co/2mJbi…",FALSE,0,NA,2017-08-31 18:00:24,FALSE,NA,"903316554770776065",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PhilaOrganizer",12,TRUE,FALSE,NA,NA,"Philadelphia, PA","en","http://pbs.twimg.com/profile_images/3403348258/e7c7864dba22a0998a79a7220c80a802_normal.jpeg"
"Check out these must #follow for #realestate on #snapchat https://t.co/8rFmp2aSCe #ghostcodes https://t.co/gbCt7fr1SU",FALSE,0,NA,2017-08-31 17:59:18,FALSE,NA,"903316278055665666",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","SJFriscia",0,FALSE,FALSE,NA,NA,"San Diego, California","en","http://pbs.twimg.com/profile_images/838873569480224768/2-hnGrRv_normal.jpg"
"Investor alleges Zillow lied about co-marketing program https://t.co/f2Fw6UbIYR",FALSE,0,NA,2017-08-31 17:58:23,FALSE,NA,"903316047931084800",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Indy_REI",0,FALSE,FALSE,NA,NA,"Indianapolis, IN","en","http://pbs.twimg.com/profile_images/620613358182535172/feIb3iGF_normal.png"
"@zillow Help!! My listing is showing as another agents. Not sure how to get a response from customer support... #help #zillow",FALSE,0,"zillow",2017-08-31 17:58:06,FALSE,NA,"903315976980017152","19262500","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","devonsellssd",0,FALSE,FALSE,NA,NA,"San Diego, CA","en","http://pbs.twimg.com/profile_images/860384144349462530/Ej3sjkbT_normal.jpg"
"RT @ME_Realty: New Listing - Check out this beautiful #townhome in #Broadlands #VA!   
#MattElliottRealty #realestate https://t.co/oiFHFbNT…",FALSE,0,NA,2017-08-31 17:57:34,FALSE,NA,"903315843462856705",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","henshawsburgh",1,TRUE,FALSE,NA,NA,"Washington DC Metro Area","en","http://pbs.twimg.com/profile_images/758903941648175104/ENSj7Dtn_normal.jpg"
"RT @data_giri: Train, Score, Repeat, Watch Out! Zillow's Andrew Martin on modeling pitfalls in a dynamic world. https://t.co/lypRRcejcx htt…",FALSE,0,NA,2017-08-31 17:56:52,FALSE,NA,"903315666928898048",NA,"<a href=""https://github.com/chrisdinant/twitter-bot.git"" rel=""nofollow"">botchris</a>","chrisbot_js",2,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/826355685541736448/ZDvoYsoW_normal.jpg"
"Investor alleges Zillow lied about co-marketing program: https://t.co/DemCoCT7ND",FALSE,0,NA,2017-08-31 17:55:53,FALSE,NA,"903315418424729601",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","SellorDwell",0,FALSE,FALSE,NA,NA,"St Johns, FL","en","http://pbs.twimg.com/profile_images/862242838028836864/RGJwqFG7_normal.jpg"
"Investor alleges Zillow lied about co-marketing program: https://t.co/CCDJuuEurv",FALSE,0,NA,2017-08-31 17:53:25,FALSE,NA,"903314798892474368",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","mikewatts502",0,FALSE,FALSE,NA,NA,"Louisville, KY","en","http://pbs.twimg.com/profile_images/824342152276799488/QNS0iyEM_normal.jpg"
"Investor alleges Zillow lied about co-marketing program https://t.co/srfPv0VoC3 https://t.co/SDr5MYbMHU",FALSE,0,NA,2017-08-31 17:53:09,FALSE,NA,"903314732911755264",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ClarkKentGroup",0,FALSE,FALSE,NA,NA,"Orange, CA","en","http://pbs.twimg.com/profile_images/898608614662823938/6klJE10E_normal.jpg"
